viloes: .word 32, 32
.byte 80,80,0,63,63,0,80,80,80,80,80,216,216,80,80,80,80,80,80,0,0,80,80,80,80,80,80,216,216,80,80,80,
80,80,63,63,63,63,80,80,80,80,80,216,216,80,80,80,80,80,0,0,0,0,80,80,80,80,80,216,216,80,80,80,
80,80,0,0,0,0,80,80,80,0,63,0,63,0,63,0,80,80,63,63,63,63,80,80,0,63,0,63,0,63,0,80,
216,216,63,63,63,63,216,216,0,0,63,0,63,0,63,63,216,216,0,0,0,0,216,216,63,63,0,63,0,63,0,0,
216,216,0,0,0,0,216,216,0,0,63,0,63,0,63,63,216,216,63,63,63,63,216,216,63,63,0,63,0,63,0,0,
80,80,63,63,63,63,80,80,80,0,63,0,63,0,63,0,80,80,0,0,0,0,80,80,0,63,0,63,0,63,0,80,
80,80,0,0,0,0,80,80,80,80,80,216,216,80,80,80,80,80,63,63,63,63,80,80,80,80,80,216,216,80,80,80,
80,80,80,0,0,80,80,80,80,80,80,216,216,80,80,80,80,80,0,63,63,0,80,80,80,80,80,216,216,80,80,80,
80,80,0,7,7,0,80,80,80,80,80,216,216,80,80,80,80,80,80,0,0,80,80,80,80,80,80,216,216,80,80,80,
80,80,7,7,7,7,80,80,80,80,80,216,216,80,80,80,80,80,0,0,0,0,80,80,80,80,80,216,216,80,80,80,
80,80,0,0,0,0,80,80,80,0,7,0,7,0,7,0,80,80,7,7,7,7,80,80,0,7,0,7,0,7,0,80,
216,216,7,7,7,7,216,216,0,0,7,0,7,0,7,7,216,216,0,0,0,0,216,216,7,7,0,7,0,7,0,0,
216,216,0,0,0,0,216,216,0,0,7,0,7,0,7,7,216,216,7,7,7,7,216,216,7,7,0,7,0,7,0,0,
80,80,7,7,7,7,80,80,80,0,7,0,7,0,7,0,80,80,0,0,0,0,80,80,0,7,0,7,0,7,0,80,
80,80,0,0,0,0,80,80,80,80,80,216,216,80,80,80,80,80,7,7,7,7,80,80,80,80,80,216,216,80,80,80,
80,80,80,0,0,80,80,80,80,80,80,216,216,80,80,80,80,80,0,7,7,0,80,80,80,80,80,216,216,80,80,80,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,
80,80,80,80,0,0,0,80,0,0,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,
80,80,80,0,0,136,0,0,0,136,0,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,
0,80,0,0,136,136,136,0,136,136,136,0,0,80,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,
80,0,0,136,136,136,136,0,136,136,136,136,0,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,
80,80,0,136,136,136,136,0,136,136,136,136,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,
0,0,0,136,136,136,136,0,136,136,136,136,0,0,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,
80,80,0,136,136,136,136,0,136,136,136,136,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,
80,0,0,0,136,136,136,136,136,136,136,0,0,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,
0,80,80,0,0,136,136,136,136,136,0,0,80,80,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,
80,80,80,80,0,0,0,136,0,0,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,
80,80,80,80,80,80,0,0,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,
80,80,80,80,80,80,0,0,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,
80,80,80,80,80,0,80,80,80,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,
80,80,80,80,80,80,0,80,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,


