viloes: .word 32, 32
.byte 255,255,0,63,63,0,255,255,255,255,255,216,216,255,255,255,255,255,255,0,0,255,255,255,255,255,255,216,216,255,255,255,
255,255,63,63,63,63,255,255,255,255,255,216,216,255,255,255,255,255,0,0,0,0,255,255,255,255,255,216,216,255,255,255,
255,255,0,0,0,0,255,255,255,0,63,0,63,0,63,0,255,255,63,63,63,63,255,255,0,63,0,63,0,63,0,255,
216,216,63,63,63,63,216,216,0,0,63,0,63,0,63,63,216,216,0,0,0,0,216,216,63,63,0,63,0,63,0,0,
216,216,0,0,0,0,216,216,0,0,63,0,63,0,63,63,216,216,63,63,63,63,216,216,63,63,0,63,0,63,0,0,
255,255,63,63,63,63,255,255,255,0,63,0,63,0,63,0,255,255,0,0,0,0,255,255,0,63,0,63,0,63,0,255,
255,255,0,0,0,0,255,255,255,255,255,216,216,255,255,255,255,255,63,63,63,63,255,255,255,255,255,216,216,255,255,255,
255,255,255,0,0,255,255,255,255,255,255,216,216,255,255,255,255,255,0,63,63,0,255,255,255,255,255,216,216,255,255,255,
255,255,0,7,7,0,255,255,255,255,255,216,216,255,255,255,255,255,255,0,0,255,255,255,255,255,255,216,216,255,255,255,
255,255,7,7,7,7,255,255,255,255,255,216,216,255,255,255,255,255,0,0,0,0,255,255,255,255,255,216,216,255,255,255,
255,255,0,0,0,0,255,255,255,0,7,0,7,0,7,0,255,255,7,7,7,7,255,255,0,7,0,7,0,7,0,255,
216,216,7,7,7,7,216,216,0,0,7,0,7,0,7,7,216,216,0,0,0,0,216,216,7,7,0,7,0,7,0,0,
216,216,0,0,0,0,216,216,0,0,7,0,7,0,7,7,216,216,7,7,7,7,216,216,7,7,0,7,0,7,0,0,
255,255,7,7,7,7,255,255,255,0,7,0,7,0,7,0,255,255,0,0,0,0,255,255,0,7,0,7,0,7,0,255,
255,255,0,0,0,0,255,255,255,255,255,216,216,255,255,255,255,255,7,7,7,7,255,255,255,255,255,216,216,255,255,255,
255,255,255,0,0,255,255,255,255,255,255,216,216,255,255,255,255,255,0,7,7,0,255,255,255,255,255,216,216,255,255,255,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,0,0,0,255,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,0,0,136,0,0,0,136,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
0,255,0,0,136,136,136,0,136,136,136,0,0,255,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,0,0,136,136,136,136,0,136,136,136,136,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,0,136,136,136,136,0,136,136,136,136,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
0,0,0,136,136,136,136,0,136,136,136,136,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,0,136,136,136,136,0,136,136,136,136,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,0,0,0,136,136,136,136,136,136,136,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
0,255,255,0,0,136,136,136,136,136,0,0,255,255,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,0,0,0,136,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,0,255,255,255,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,0,255,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,


