map0: .word 320, 240
.byte 65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,255,255,255,255,65,65,255,255,255,255,255,255,65,65,255,255,255,255,255,255,65,65,255,255,255,255,255,255,65,65,255,255,65,65,255,255,65,65,65,65,255,255,255,255,65,65,255,255,65,65,255,255,255,255,255,255,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,255,255,255,255,255,65,65,255,255,65,65,255,255,65,65,255,255,65,65,65,65,255,255,255,255,255,255,65,65,255,255,255,255,255,255,65,65,65,65,65,65,255,255,255,255,255,255,65,255,255,255,255,255,255,65,255,255,255,255,255,255,65,255,255,255,255,255,255,65,65,65,65,65,65,65,65,65,65,
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,255,255,255,255,255,65,65,255,255,255,255,255,255,65,65,255,255,255,255,255,255,65,65,255,255,255,255,255,255,65,65,255,255,65,65,255,255,65,65,65,255,255,255,255,255,65,65,255,255,65,65,255,255,255,255,255,255,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,255,255,255,255,255,65,65,255,255,65,65,255,255,65,65,255,255,65,65,65,65,255,255,255,255,255,255,65,65,255,255,255,255,255,255,65,65,65,65,65,65,255,255,255,255,255,255,65,255,255,255,255,255,255,65,255,255,255,255,255,255,65,255,255,255,255,255,255,65,65,65,65,65,65,65,65,65,65,
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,255,255,255,65,65,65,65,65,255,255,65,65,255,255,65,65,255,255,65,65,255,255,65,65,255,255,65,65,65,65,65,65,255,255,255,65,255,255,65,65,255,255,255,65,65,65,65,65,255,255,65,65,255,255,65,65,255,255,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,255,255,65,255,255,65,65,255,255,65,65,255,255,65,65,255,255,65,65,65,65,255,255,65,65,255,255,65,65,255,255,65,65,255,255,65,65,65,65,65,65,65,65,65,65,255,255,65,255,255,65,65,255,255,65,65,65,65,65,255,255,65,65,65,65,65,255,255,65,65,65,65,65,65,65,65,65,65,
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,255,255,65,65,65,65,65,65,255,255,65,65,255,255,65,65,255,255,255,255,255,255,65,65,255,255,255,255,65,65,65,65,255,255,255,255,255,255,65,65,255,255,65,65,65,65,65,65,255,255,65,65,255,255,65,65,255,255,65,65,255,255,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,255,255,255,255,255,65,65,255,255,65,65,255,255,65,65,255,255,65,65,65,65,255,255,65,65,255,255,65,65,255,255,255,255,255,255,65,65,65,65,65,65,65,65,255,255,255,255,65,255,255,65,65,255,255,65,65,65,255,255,255,255,65,65,65,255,255,255,255,65,65,65,65,65,65,65,65,65,65,
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,255,255,65,65,65,65,65,65,255,255,255,255,255,255,65,65,255,255,255,255,255,65,65,65,255,255,255,255,65,65,65,65,255,255,65,255,255,255,65,65,255,255,65,65,65,65,65,65,255,255,65,65,255,255,255,255,255,255,65,65,255,255,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,255,255,255,255,255,65,65,255,255,65,65,255,255,65,65,255,255,65,65,65,65,255,255,255,255,255,255,65,65,255,255,255,255,255,65,65,65,65,65,65,65,255,255,255,255,65,65,65,255,255,65,65,255,255,65,255,255,255,255,65,65,65,255,255,255,255,65,65,65,65,65,65,65,65,65,65,65,65,
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,255,255,255,65,65,65,65,65,255,255,255,255,255,255,65,65,255,255,65,65,255,255,65,65,255,255,65,65,65,65,65,65,255,255,65,65,255,255,65,65,255,255,255,65,65,65,65,65,255,255,65,65,255,255,255,255,255,255,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,255,255,65,65,65,65,65,255,255,65,65,255,255,65,65,255,255,65,65,65,65,255,255,255,255,255,255,65,65,255,255,65,65,255,255,65,65,65,65,65,65,255,255,65,65,65,65,65,255,255,65,65,255,255,65,255,255,65,65,65,65,65,255,255,65,65,65,65,65,65,65,65,65,65,65,65,65,65,
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,255,255,255,255,255,65,65,255,255,65,65,255,255,65,65,255,255,65,65,255,255,65,65,255,255,255,255,255,255,65,65,255,255,65,65,255,255,65,65,65,255,255,255,255,255,65,65,255,255,65,65,255,255,65,65,255,255,65,65,255,255,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,255,255,65,65,65,65,65,255,255,255,255,255,255,65,65,255,255,255,255,65,65,255,255,65,65,255,255,65,65,255,255,65,65,255,255,65,65,65,65,65,65,255,255,255,255,255,255,65,255,255,255,255,255,255,65,255,255,255,255,255,255,65,255,255,255,255,255,255,65,65,65,65,65,65,65,65,65,65,
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,255,255,255,255,65,65,255,255,65,65,255,255,65,65,255,255,65,65,255,255,65,65,255,255,255,255,255,255,65,65,255,255,65,65,255,255,65,65,65,65,255,255,255,255,65,65,255,255,65,65,255,255,65,65,255,255,65,65,255,255,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,255,255,65,65,65,65,65,255,255,255,255,255,255,65,65,255,255,255,255,65,65,255,255,65,65,255,255,65,65,255,255,65,65,255,255,65,65,65,65,65,65,255,255,255,255,255,255,65,255,255,255,255,255,255,65,255,255,255,255,255,255,65,255,255,255,255,255,255,65,65,65,65,65,65,65,65,65,65,
